price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;view;condition;grade;sqft_above;sqft_basement;yr_built;yr_renovated;lat;long;sqft_living15;sqft_lot15
274800;3;1.75;1410;1988;2;0;0;3;8;1410;0;2014;0;475.171;-122.347;1410;1899
361000;3;1.5;1200;7236;1;0;0;3;7;1200;0;1975;0;47.739;-122.194;1680;7800
625000;4;2.75;3010;6854;2;0;2;3;9;2570;440;2012;0;475.171;-121.876;1830;2952
3.07E+06;3;2.5;3930;55867;1;1;4;4;8;2330;1600;1957;0;477.022;-122.224;2730;26324
455800;3;2.5;1690;4584;2;0;0;3;7;1690;0;2002;0;476.866;-122.043;1600;3164
246000;3;2;1990;203861;1;0;0;3;7;1990;0;1949;0;472.507;-122.039;2760;217800
315000;1;0.75;770;4600;1;0;0;4;6;770;0;1910;0;475.565;-122.377;1550;4600
430000;3;2.25;1830;19965;1;0;0;3;8;1400;430;1976;0;477.412;-122.088;1830;17250
300000;3;2.5;1700;3575;2;0;0;3;7;1700;0;2000;0;475.418;-122.295;1590;3380
234000;3;1;1040;8122;1;0;0;5;7;1040;0;1971;0;473.731;-122.312;1470;8676
329950;4;2.5;2300;9690;2;0;0;3;8;2300;0;2006;0;472.793;-122.352;1200;9085
299500;4;2.5;2010;12085;2;0;0;3;8;2010;0;1986;0;473.406;-122.057;1910;12133
529950;4;2.75;1860;7500;1;0;0;5;8;1220;640;1967;0;475.398;-122.173;2020;8137
675000;4;1.75;2440;7475;1;0;0;4;9;2040;400;1969;0;476.339;-122.096;2040;8480
887000;3;2;3000;22040;2;0;2;4;8;2470;530;1942;0;477.745;-122.368;2600;7947
605000;4;2.5;2430;11870;1;0;0;5;8;1590;840;1968;0;477.761;-122.285;2430;9600
679950;4;2.5;2850;5664;2;0;0;3;9;2850;0;2001;0;475.835;-121.996;2850;5475
685000;3;2.5;2370;4950;2;0;0;3;8;2370;0;2003;0;475.465;-122.013;2230;4950
147000;3;1;1070;14000;1;0;0;3;7;1070;0;1960;0;474.971;-122.279;920;12500
885000;4;3.75;2400;3520;1;0;0;3;7;1370;1030;1924;2005;476.295;-122.346;2230;1419
554000;2;1;820;3700;1;0;0;5;7;820;0;1968;0;47.588;-122.251;1750;9000
402000;4;2.75;2950;15540;1;0;0;4;8;2120;830;1974;0;473.845;-122.152;2840;17136
330000;3;1;1030;7620;1;0;0;3;7;1030;0;1953;0;475.281;-122.375;1030;7560
570000;2;1;910;4301;1;0;0;4;7;910;0;1923;0;476.814;-122.399;1810;4301
339000;3;2;1979;8470;1;0;2;4;7;1329;650;1956;0;473.912;-122.301;1650;8591
479000;4;2.5;2050;6705;1;0;0;4;7;1230;820;1973;0;477.242;-122.217;1610;7292
198000;4;1.75;2080;7200;1;0;0;4;7;1050;1030;1966;0;473.385;-122.282;1500;7350
585000;4;3.25;2400;29252;2;0;0;4;8;2400;0;1982;0;47.743;-122.131;2280;45000
465000;4;1.75;1730;11700;1;0;0;3;7;880;850;1956;0;476.031;-122.13;1570;7820
280000;3;1.75;1550;7410;1.5;0;0;5;7;1550;0;1944;0;474.951;-122.237;1250;7467
535000;1;1;920;5000;1;0;3;4;7;920;0;1906;0;476.748;-122.352;1890;5000
380000;3;1;1160;9375;1;0;0;3;7;1160;0;1967;0;477.419;-122.073;1160;9650
380000;5;3;3450;9914;2;0;0;3;9;3450;0;2004;0;472.813;-122.345;2860;9721
1.27E+06;4;3.5;4640;13404;2;0;0;3;10;4640;0;2007;0;47.531;-122.134;4690;13590
400950;4;2.5;2578;4554;2;0;0;3;9;2578;0;2014;0;472.603;-122.194;2647;4554
425000;4;1;1800;12485;1;0;0;5;7;950;850;1955;0;475.729;-122.147;1290;9840
215000;3;1.5;1240;9405;1;0;0;4;7;1240;0;1966;0;473.727;-122.162;2260;7611
342500;2;1.75;1210;7507;1;0;0;3;7;1210;0;1982;0;477.078;-122.234;1840;7500
530000;3;2.5;1365;1090;3;0;0;3;7;1315;50;2003;0;476.776;-122.324;1360;1124
669500;4;2.25;2500;4046;1.5;0;0;4;7;1520;980;1940;0;476.882;-122.382;1410;4046
550000;3;2.5;2260;4165;2;0;0;3;7;2260;0;2005;0;475.922;-122.008;2770;4566
410000;3;2;1400;45738;2;0;0;4;8;1400;0;1981;0;473.624;-122.455;2390;56628
222000;3;1.75;1370;8280;1;0;0;4;7;1370;0;1980;0;474.096;-122.172;1850;7820
815000;5;3.25;3230;5000;2;0;1;3;9;2350;880;2002;0;475.202;-122.393;1520;5000
700000;4;2;2230;4635;1.5;0;0;5;7;1510;720;1908;0;47.682;-122.349;1520;4635
935000;4;2;2580;4500;2;0;0;4;9;1850;730;1905;0;476.245;-122.316;2590;4100
478000;2;2;1200;1867;1;0;0;3;7;600;600;1924;1998;47.627;-122.345;1790;2221
779380;5;2.5;2590;7084;2;0;0;3;8;2590;0;2014;0;477.053;-122.113;3010;4823
1.25E+06;4;2.5;4040;11350;2;0;2;4;10;3690;350;1984;0;47.559;-122.162;3770;12382
335000;3;2.5;1150;683;2;0;0;3;7;1150;0;2013;0;475.323;-122.071;1150;755
1.06E+06;2;1.5;2370;184231;2;0;0;3;11;2370;0;2005;0;474.543;-121.778;3860;151081
240000;2;1;870;8400;1;0;0;3;7;870;0;1960;0;474.493;-122.282;1070;12465
542950;3;2.5;2070;39768;2;0;0;3;8;2070;0;1988;0;477.696;-122.036;2740;44866
1.25E+06;5;5;5000;32909;2;0;0;3;10;5000;0;2000;0;476.012;-122.022;3030;12601
505000;3;2.5;2100;5824;2;0;2;3;8;2100;0;1999;0;475.334;-121.867;1890;4140
465000;3;1.75;1730;8073;1;0;0;3;8;1350;380;1971;0;477.694;-122.367;2500;8073
1.60E+06;4;3.5;3890;3600;2;0;0;3;9;2860;1030;2005;0;476.342;-122.282;2460;6050
525000;4;2.25;1890;8549;1;0;0;3;8;1890;0;1967;0;476.328;-122.117;1940;7210
1.05E+06;4;3.25;4160;47480;2;0;0;3;10;4160;0;1995;0;477.266;-122.115;3400;40428
530000;4;2.5;2370;9601;1;0;0;3;8;1570;800;1976;0;475.327;-122.054;2550;10500
682000;4;2.5;3030;30000;2;0;0;4;9;3030;0;1981;0;477.468;-122.112;2600;34932
1.16E+06;3;2.75;2380;5572;2;0;4;3;9;1930;450;1939;0;476.626;-122.271;3370;5500
540000;5;3;2570;5590;1;0;0;3;8;1580;990;2009;0;477.271;-122.228;2020;10500
375000;4;2.5;2090;8325;1;0;0;4;7;1470;620;1983;0;474.888;-122.184;1700;8025
280000;2;1;790;13170;1;0;0;3;6;790;0;1947;0;475.487;-122.357;970;12700
452000;3;2.5;1690;4000;2;0;0;3;7;1690;0;2004;0;476.788;-122.034;1690;4000
250000;3;1.75;1770;8868;1;0;0;4;7;1770;0;1959;0;473.188;-122.212;1630;9706
490000;2;1.75;1440;6265;1;0;0;3;8;1440;0;2005;0;477.028;-122.013;1810;5209
500000;3;2;3040;41072;1;0;0;4;8;1520;1520;1978;0;473.944;-121.972;2230;54014
465000;6;3.25;4250;23326;1;0;3;3;10;2150;2100;1967;0;47.34;-122.327;3370;15983
437500;4;2.5;2680;7513;2;0;0;3;8;2680;0;1998;0;474.956;-122.161;2640;7243
875000;4;2.75;3790;10669;2;0;0;3;10;3790;0;1999;0;475.976;-121.983;3750;11634
580000;4;2.5;3250;5000;2;0;0;3;8;3250;0;2008;0;474.988;-122.148;3230;5507
248000;3;1;1470;7680;1;0;0;3;7;1220;250;1946;0;475.276;-122.359;1470;6784
466200;3;1.5;1340;8856;1;0;0;4;7;1340;0;1959;0;476.094;-122.126;1850;8740
1.20E+06;2;2.25;2160;17861;2;1;4;4;9;2160;0;1956;0;47.502;-122.385;2660;18530
339000;3;2;2350;8459;1.5;0;0;3;9;2350;0;1989;0;473.043;-122.349;2430;8459
279000;3;2.5;2010;11618;2;0;0;3;7;2010;0;1990;0;471.956;-121.985;1550;9354
416000;3;2.5;1710;1296;3;0;0;3;8;1510;200;2004;0;476.963;-122.342;1610;1282
345000;4;2.75;2200;13498;2;0;0;3;8;2200;0;1987;0;473.148;-122.35;2190;11850
614000;4;2.25;2880;9996;1;0;0;4;8;1920;960;1981;0;477.584;-122.143;2410;10584
643000;4;2.5;2518;4663;2;0;0;3;8;2518;0;2005;0;475.894;-122.017;2280;4525
1.14E+06;4;3.5;3160;4200;2;0;4;3;8;2180;980;1999;0;475.963;-122.292;2180;5200
435000;3;2.5;1560;3987;2;0;0;3;7;1560;0;2002;0;47.687;-122.043;1600;3152
288000;3;1;1190;7560;1;0;0;5;6;1190;0;1958;0;47.452;-122.177;1190;7560
153503;2;2.5;1240;3649;2;0;0;3;7;1240;0;1986;0;473.241;-122.322;1400;3721
685000;3;1.75;1480;7000;1;0;2;3;8;1480;0;1963;0;476.018;-122.291;1850;4000
988990;4;4.75;4150;6303;3;0;0;3;9;4150;0;2014;0;477.047;-122.123;3570;6285
206000;3;1;1060;10350;1;0;0;4;7;1060;0;1980;0;47.365;-122.028;1500;9660
353900;3;2.5;2517;3900;2;0;0;3;8;2517;0;2014;0;473.211;-122.182;2390;7108
740000;4;2.5;2500;10330;2;0;0;3;10;2500;0;1992;0;475.595;-122.114;2710;8375
146000;2;1;780;9750;1;0;0;3;6;780;0;1937;0;474.816;-122.322;1670;9750
400000;4;2.5;3030;180263;2;0;0;3;7;2030;1000;1987;0;472.953;-122.097;2600;182509
220000;4;2.25;1950;7280;2;0;0;4;8;1950;0;1979;0;472.957;-122.37;1910;7280
510000;4;1.5;2040;8800;1;0;0;4;7;1020;1020;1961;0;475.965;-122.139;1490;8800
247500;3;2.25;1620;6000;1;0;0;3;7;1280;340;1998;0;472.835;-122.2;1710;6318
483300;4;2;1210;11100;1;0;0;4;7;1210;0;1955;0;475.747;-122.145;1280;11100
329000;3;1;900;9600;1;0;0;4;7;900;0;1970;0;477.423;-122.173;1220;8240
875000;4;2.25;2380;4876;2;0;0;4;9;2240;140;1948;0;476.822;-122.4;1780;4559
270000;3;2.25;1810;8262;2;0;0;4;8;1810;0;1981;0;472.994;-122.37;1820;8262
405000;3;2;1240;14404;1;0;0;3;7;1240;0;1988;0;476.614;-122.06;1350;9990
330000;3;1;960;7218;1;0;0;4;7;960;0;1969;0;477.278;-122.226;1580;9104
475000;2;1.75;1490;224334;1;0;2;3;8;1490;0;1983;0;472.645;-122.163;2350;213879
398000;3;1.5;1310;2996;2;0;0;3;7;1310;0;1998;0;475.879;-122.299;1310;2997
160000;3;1.5;960;6497;1;0;0;4;7;960;0;1970;0;473.018;-122.378;1160;7080
400000;4;2;1350;7255;1;0;0;4;7;1350;0;1959;0;477.287;-122.31;1050;7288
290000;2;1;930;7740;1;0;0;3;6;930;0;1924;0;477.091;-122.292;1250;7740
615000;3;1.75;2660;7800;1;0;0;4;8;1330;1330;1951;0;476.993;-122.378;1950;6240
834995;5;1.5;3360;5225;2;0;0;3;9;3360;0;2014;0;476.072;-122.053;3230;5368
252000;3;1.5;1150;13200;1;0;0;3;7;1150;0;1956;0;474.752;-122.345;1220;13066
445000;4;3.25;1960;7200;2;0;0;3;7;1960;0;1979;0;477.291;-122.218;1980;7529
1.24E+06;5;3;2830;7500;2;0;0;3;9;2460;370;1923;0;476.579;-122.277;2900;5000
257000;3;1;1450;7850;1.5;0;0;5;7;1450;0;1910;0;474.299;-122.199;1360;10400
333000;4;2.5;2690;5505;2;0;0;3;8;2690;0;2004;0;473.666;-122.119;2690;5505
900000;3;3.25;2620;7215;1;0;0;4;8;1770;850;1980;0;475.836;-122.2;2180;8931
978500;3;2.25;2060;7080;2;0;0;3;9;1800;260;1940;0;476.455;-122.409;3070;7500
325000;4;1.75;1950;12500;1;0;0;3;7;1330;620;1963;0;474.999;-122.327;1760;11520
453250;4;2.5;2260;6300;2;0;0;3;7;2260;0;2001;0;477.235;-121.958;2300;6300
376500;3;2;1630;7800;1;0;0;5;7;1630;0;1950;0;477.326;-122.307;1470;7800
990000;3;2.5;2160;6000;1.5;0;0;4;8;1880;280;1939;0;476.582;-122.28;2300;6000
678500;3;2;2460;6600;1;0;2;4;8;1370;1090;1952;0;475.215;-122.383;2150;6600
650000;3;1;920;6750;1;0;0;4;7;920;0;1951;0;476.322;-122.212;1460;8933
370000;3;2.5;1980;6922;2;0;0;5;8;1980;0;1991;0;47.396;-122.184;2090;7697
785000;4;2.25;3200;53357;2;0;0;4;9;3200;0;1972;0;47.755;-122.035;2650;54014
497000;3;1.5;2240;28750;1;0;0;3;8;1620;620;1956;0;477.137;-122.254;3200;23873
358000;5;2.5;2460;5604;2;0;0;3;8;2460;0;2011;0;473.658;-122.037;2210;6395
355000;1;1.75;750;20339;1;0;0;4;4;550;200;1946;0;474.756;-122.09;2020;23958
250600;4;2.5;1930;8660;1;0;0;3;7;1120;810;1981;0;473.261;-122.26;1830;9591
422500;3;1.75;1560;7245;1.5;0;0;3;7;1560;0;1962;1985;476.868;-122.119;2220;8502
810000;3;2;1760;16928;1;0;0;3;7;1760;0;1953;0;476.363;-122.202;3430;10059
260000;4;1.75;1830;5375;1;0;0;2;7;1060;770;1962;0;474.169;-122.316;1040;7500
568000;3;2.5;2740;22499;2;0;0;3;9;2740;0;1994;0;474.597;-122.153;2710;22499
260000;5;2.5;2025;7760;2;0;0;3;7;2025;0;2007;0;472.671;-122.256;1664;9000
489000;2;1;850;2850;1;0;0;4;7;850;0;1927;0;476.875;-122.309;1450;4015
358000;3;2.5;1400;1529;2;0;0;3;7;1400;0;2005;0;475.535;-121.997;1440;1536
485000;3;2.5;1800;11034;2;0;0;4;8;1800;0;1987;0;477.558;-122.142;1940;8900
580000;3;2.5;2150;4604;2;0;0;3;8;2150;0;2003;0;475.893;-122.019;2280;4253
400000;2;1;1180;10800;1;0;0;3;7;1180;0;1984;0;477.273;-122.236;1600;10800
302000;4;1.5;1790;10200;1;0;0;4;8;1210;580;1963;0;473.774;-122.225;1540;6600
270500;3;2.5;1780;7848;1;0;0;3;7;1320;460;1978;0;473.608;-122.056;1680;7848
219900;3;1;910;6000;1;0;0;2;6;910;0;1956;0;475.065;-122.338;1090;6957
350000;4;2.5;1530;2248;1.5;0;0;3;7;1530;0;1914;0;475.766;-122.309;1340;3700
562100;3;2.25;2090;12112;2;0;0;3;8;2090;0;1983;0;477.015;-122.13;1760;12112
210000;4;1.75;2090;6485;1;0;0;3;7;1280;810;1956;0;474.958;-122.265;2190;9600
466750;4;2;1730;9139;2;0;0;3;8;1730;0;1957;0;477.181;-122.316;1410;7311
275000;2;1;770;8149;1;0;0;5;6;770;0;1948;0;477.406;-122.302;770;8150
326500;3;1;1810;12375;2;0;0;3;7;1810;0;1970;0;477.427;-122.172;1420;9357
670000;3;1.5;1220;4080;1.5;0;0;5;7;1220;0;1914;0;475.746;-122.289;1320;4080
450000;3;2.25;1620;997;2.5;0;0;3;8;1540;80;2012;0;475.394;-122.027;1620;1068
319000;4;2.25;2390;7350;2;0;0;3;8;2390;0;1990;0;472.938;-122.348;2390;7350
274000;3;1.5;1450;4694;2;0;0;3;7;1450;0;2011;0;473.654;-122.021;1870;4198
234000;3;1;1750;8820;1;0;0;4;7;1750;0;1961;0;473.608;-122.29;1400;9600
700000;4;1;1300;1651359;1;0;3;4;6;1300;0;1920;0;472.313;-122.023;2560;425581
335000;1;1;720;5100;1;0;0;3;6;720;0;1907;0;476.821;-122.38;1320;5100
198500;2;1;1050;9600;1;0;0;4;6;1050;0;1959;0;473.274;-122.346;990;8880
475000;3;1;1270;4268;1;0;0;3;7;1270;0;1921;0;476.848;-122.392;1310;4080
664950;2;1.75;1180;900;2;0;0;3;10;780;400;2014;0;476.395;-122.329;1380;3610
276900;2;1;1350;10096;1;0;2;4;7;1350;0;1952;0;474.967;-121.778;1280;10095
310000;4;2.5;2130;9013;2;0;0;3;8;2130;0;1988;0;473.208;-122.273;2350;8982
1.28E+06;4;2.5;2720;16454;1;0;1;5;9;1870;850;1963;0;475.489;-122.216;3560;15993
210000;3;1;1200;7500;1;0;0;3;6;1200;0;1905;1989;474.921;-122.275;1010;7000
575000;3;2;1730;9030;1;0;0;4;7;1730;0;1956;0;475.875;-122.134;1470;9030
700000;3;2.5;2050;4185;2;0;0;3;9;2050;0;2011;0;476.922;-122.371;1150;5000
332500;3;2;1600;7995;1;0;0;3;7;1600;0;1950;1984;475.177;-122.257;2440;6900
266500;3;2.25;1740;5460;1;0;0;3;7;1210;530;1998;0;473.648;-122.046;1740;7500
530000;4;2.5;3020;6788;2;0;0;3;7;3020;0;2002;0;475.346;-121.881;2640;5325
1.43E+06;4;2.5;2910;7364;2;0;0;3;10;2910;0;2003;0;476.906;-122.213;2480;8400
252000;3;2.5;1680;8284;2;0;0;3;7;1680;0;1989;0;473.609;-122.048;1550;8284
619400;4;2;2090;3610;1.5;0;0;5;7;1790;300;1927;0;476.881;-122.313;1660;3767
252750;4;1;1230;7410;1.5;0;0;3;7;1230;0;1944;0;474.798;-122.344;1020;7648
150000;2;1;890;8100;1;0;0;3;6;890;0;1942;0;474.839;-122.34;1260;8100
435000;2;1;790;11234;1;0;0;4;6;790;0;1942;0;474.413;-122.349;1930;11871
132825;3;1.5;1210;5200;1;0;0;5;6;1210;0;1969;0;473.615;-122.087;1120;5200
322500;3;1;1160;9750;1;0;0;3;7;1160;0;1968;0;477.429;-122.072;1160;10565
480000;5;2.5;2732;9500;1;0;2;4;8;1870;862;1975;0;473.436;-122.323;2720;10000
555000;4;1.75;1760;94525;1.5;0;0;3;7;1760;0;1988;0;475.882;-122.07;3030;34848
530000;4;2.5;2000;4700;1.5;0;0;4;7;1220;780;1944;0;476.902;-122.368;1560;4700
335900;2;1;1120;7440;1;0;0;4;7;1120;0;1939;0;477.405;-122.323;1170;7440
575000;3;2;2150;3880;1;0;0;3;8;1080;1070;1951;0;476.814;-122.392;2130;4000
652000;3;1;1470;6122;1;0;0;3;8;1200;270;1948;0;476.517;-122.406;2200;6122
941500;5;3.5;3490;9680;2;0;4;3;9;2460;1030;1980;0;477.757;-122.391;3080;13489
775000;5;2.5;2600;4284;2;0;0;3;9;2600;0;2014;0;475.409;-122.39;1620;5000
469000;3;2.25;1820;8446;2;0;0;3;8;1820;0;1978;0;477.208;-122.236;1850;8437
495000;2;1;1670;14695;1.5;0;0;5;7;1670;0;1930;0;477.001;-122.2;1800;11355
499900;4;2.25;2360;7650;1;0;0;3;8;1640;720;1963;0;47.75;-122.292;2320;11060
405000;3;2.5;1430;10200;1;0;0;3;7;1430;0;1960;0;477.012;-122.166;1470;10350
459950;4;1.75;2430;9747;1;0;0;3;8;1780;650;1974;0;477.687;-122.276;2340;10296
419000;4;2.5;2690;7947;2;0;0;3;8;2690;0;1993;0;474.248;-122.153;2160;8328
590000;3;2.75;2550;54014;2;0;0;4;8;1980;570;1967;0;477.596;-122.117;2180;21600
192500;3;1;1080;8580;1.5;0;0;3;6;1080;0;1900;0;474.716;-122.262;1800;12672
592500;4;2.5;3370;35150;1;0;0;5;8;1770;1600;1993;0;47.461;-122.002;2920;41241
559950;2;2;1870;4950;1;0;0;3;8;1870;0;2006;0;477.195;-122.022;1670;4800
865000;2;1;1470;5400;1.5;0;0;3;8;1470;0;1912;0;476.391;-122.36;1760;3573
263000;3;1.75;1660;7210;1;0;0;4;7;1660;0;1977;0;473.609;-122.274;2150;7350
599000;5;2.75;2820;4608;1;0;0;3;7;1450;1370;1967;0;476.886;-122.361;1620;3840
315000;5;2.5;3220;5751;2;0;0;3;8;3220;0;2002;0;473.717;-122.104;2740;5500
413000;3;1.75;2280;139392;1;0;0;3;8;2280;0;1977;0;47.291;-122.118;2280;117176
535000;2;1;1040;5527;1;0;0;3;7;1040;0;1951;0;476.774;-122.284;2080;7020
400000;3;2.75;2220;5000;2;0;0;3;7;2220;0;1993;0;475.515;-122.324;960;5000
948000;3;2.5;3510;9824;2;0;0;3;9;3510;0;2002;0;475.635;-122.032;3510;10588
318888;4;1.75;2320;12000;1;0;0;4;8;2270;50;1973;0;473.644;-122.28;2120;9880
360000;4;1.75;1750;18810;1;0;0;3;7;1220;530;1977;0;474.719;-122.074;1840;17424
550000;3;1.75;1830;9720;1;0;1;3;7;1150;680;1928;1976;475.511;-122.23;3380;10854
895000;5;2.5;2350;14197;1;0;0;4;8;1220;1130;1962;0;476.005;-122.204;2470;11629
1.40E+06;5;3.5;4010;8510;2;0;1;5;9;2850;1160;1971;0;476.578;-122.286;2610;6128
311000;4;2.5;2690;6124;2;0;0;3;7;2690;0;2007;0;473.343;-122.058;2300;6002
441000;3;1.5;1540;7200;1;0;0;3;7;1540;0;1968;0;477.357;-122.195;1560;7500
425000;2;1;2110;4920;1.5;0;0;3;7;1460;650;1911;0;476.872;-122.339;1390;4732
495000;4;3.5;2490;18042;2;0;0;3;8;2490;0;2003;0;474.161;-122.441;1960;21107
650000;3;2.5;2430;12997;2;0;0;3;9;2430;0;1992;0;47.744;-122.194;2720;12500
329900;3;1.75;1670;5209;1.5;0;0;5;7;1670;0;1908;0;475.362;-122.271;1990;4960
951000;5;3.25;3250;14342;2;0;4;4;8;3250;0;1968;0;47.588;-122.116;2960;11044
293000;4;1;1130;8308;1.5;0;0;4;6;1130;0;1944;0;474.669;-122.355;1130;8652
860000;4;1.75;1880;3720;1.5;0;0;4;7;1880;0;1924;0;476.431;-122.356;2090;4095
648000;3;1.75;1610;10229;1;0;0;5;8;1610;0;1961;0;47.553;-122.174;2270;8800
697000;3;2.25;2420;5304;1.5;0;0;5;7;1640;780;1947;0;476.765;-122.285;1560;5304
269000;4;2.5;1594;7665;1;0;0;5;7;1088;506;1975;0;473.262;-122.211;1536;6000
440000;5;2;1430;5600;1.5;0;0;3;6;1430;0;1947;0;475.192;-122.266;1860;5980
310000;3;2.5;1590;3359;2;0;0;3;7;1590;0;2000;0;477.349;-121.986;1820;3383
635000;3;2.5;1530;2978;1;0;0;3;7;1210;320;1997;0;476.796;-122.39;1640;5100
489950;3;2.25;1820;7326;2;0;0;3;8;1820;0;1983;0;477.133;-122.217;2430;7696
203000;3;1;840;6500;1;0;0;5;6;840;0;1969;0;473.637;-122.083;920;4680
292500;2;1;750;5026;1;0;0;4;6;750;0;1942;0;475.368;-122.374;1260;5040
600000;3;2.25;2680;98445;1;0;0;5;8;2680;0;1962;0;475.015;-122.108;2340;98445
339000;3;1;1080;8100;1;0;0;4;7;1080;0;1955;0;47.777;-122.307;1080;8100
343000;3;1;1400;5662;1.5;0;0;5;5;1400;0;1920;0;475.271;-122.036;1250;14375
363990;4;2.5;2240;3712;2;0;0;3;8;2240;0;2014;0;473.551;-122.061;2530;4315
400000;3;1.75;1860;5750;1.5;0;0;5;6;1300;560;1918;0;475.586;-122.383;1550;5750
452000;3;2.75;2300;5090;2;0;0;3;8;1700;600;2007;0;47.545;-122.36;1530;9100
706000;5;2.5;2890;15891;2;0;0;3;9;2890;0;1990;0;475.286;-122.16;2590;10556
240000;3;1;1470;7350;1;0;0;3;7;1470;0;1969;0;473.616;-122.286;1720;8050
409000;4;2.75;3230;12651;2;0;0;4;8;3230;0;2002;0;473.157;-122.251;2550;12081
194000;3;1;1400;7955;1;0;0;3;7;1400;0;1964;0;474.848;-122.221;1160;14959
1.01E+06;3;2.5;2860;5805;2;0;0;3;9;2860;0;1999;0;476.218;-122.16;2360;5832
1.50E+06;4;3.25;3470;5222;2;0;0;3;10;2830;640;2005;0;476.845;-122.209;3090;6758
459900;3;1.75;2580;11000;1;0;0;4;7;1290;1290;1951;0;475.646;-122.181;2280;17643
276500;4;1.75;1400;6650;1.5;0;0;4;6;1400;0;1942;0;474.888;-122.332;1120;8645
798000;3;2.5;2849;9588;2;0;0;3;10;2849;0;2001;0;476.487;-122.079;3190;8897
415000;2;1;1470;6000;1;0;0;3;6;900;570;1944;0;476.527;-122.386;1670;6000
390000;3;1;1240;3600;1.5;0;0;3;7;1240;0;1902;0;475.986;-122.298;1680;3600
477500;3;2;1860;5146;2;0;0;3;8;1860;0;1991;0;475.706;-121.999;1950;5146
250000;2;1;670;4640;1;0;0;3;6;670;0;1943;0;47.53;-122.351;870;4501
1.20E+06;4;3;2150;8119;2;0;0;3;8;2150;0;1953;2004;476.335;-122.236;1590;8119
1.75E+06;6;4.25;5860;13928;2;0;3;3;10;4150;1710;2013;0;475.382;-122.114;5790;13928
435000;4;2;1960;50112;1;0;0;4;7;1050;910;1963;0;474.353;-122.084;2340;44967
750000;3;3.25;4610;81935;2;0;0;4;9;4610;0;1984;0;476.217;-122.021;2900;43500
725000;3;2.5;2810;6300;2;0;0;3;8;2810;0;2001;0;476.077;-122.02;2860;6630
448500;3;1.75;1300;4800;2;0;1;4;7;1300;0;1912;0;475.457;-122.383;1300;4800
500000;3;1.5;2210;6500;1;0;0;4;7;1030;1180;1912;0;475.434;-122.388;1750;6370
1.49E+06;5;3.5;3620;7821;2;0;2;3;10;2790;830;1958;2010;475.738;-122.215;2690;9757
292000;4;1.75;2130;11097;1;0;0;3;7;1370;760;1952;0;474.629;-122.356;1850;11097
525000;3;2;1640;15258;1;0;0;3;8;1640;0;1981;0;476.301;-122.037;1640;16345
396400;4;2.5;2120;215186;2;0;0;2;7;2120;0;1983;0;47.701;-121.857;2000;215186
200000;2;1;700;4700;1;0;0;5;5;700;0;1953;0;474.953;-122.169;960;5200
530200;4;2.5;1880;3853;2;0;0;3;8;1880;0;2010;0;475.636;-122.094;1890;3078
459900;3;1.75;2340;51836;1.5;0;0;3;8;1510;830;1978;0;474.846;-122.035;2060;77536
290000;3;2;1760;6600;1;0;0;3;7;1760;0;1998;0;473.836;-122.184;2590;6600
440000;4;1.5;1690;3245;1.5;0;0;3;8;1690;0;1929;0;475.445;-122.375;1380;1590
595000;4;2.5;2100;3125;2;0;2;3;7;1400;700;1907;1993;476.634;-122.358;2060;5040
668000;5;3.5;3990;42436;2;0;0;3;9;2710;1280;2002;0;47.461;-122;3030;41684
285900;5;1.5;1690;7725;1.5;0;0;4;7;1690;0;1961;0;473.859;-122.288;1690;7739
510000;3;2.75;1950;12630;1;0;0;4;8;1230;720;1969;0;476.301;-122.107;1990;12196
575000;4;1.75;2330;8800;1;0;2;4;7;1260;1070;1961;0;476.148;-122.113;2270;8800
675000;4;2.25;2260;8715;1;0;0;4;8;1530;730;1976;0;476.237;-122.106;2220;8650
700000;3;1.75;2000;14733;1;0;0;4;8;2000;0;1958;0;476.001;-122.178;2620;14733
267000;3;2;1300;9644;1;0;0;3;7;1300;0;1994;0;473.131;-121.998;1430;9656
459000;4;2;1560;3840;1;0;0;4;6;960;600;1924;0;476.882;-122.365;1560;4800
715000;3;2;1760;5400;1;0;0;5;7;1160;600;1927;0;476.558;-122.331;1640;5400
2.19E+06;3;2.25;3360;7108;2;0;0;3;10;2770;590;1905;2004;476.187;-122.284;3450;8558
469000;4;2.75;3550;13938;1;0;0;5;8;2100;1450;1966;0;47.425;-122.283;2050;9000
360000;4;2.5;2640;7388;2;0;0;3;7;2640;0;2003;0;473.505;-122.027;2640;6383
259950;2;2;1070;649;2;0;0;3;9;720;350;2008;0;475.213;-122.357;1070;928
270950;2;1;780;6250;1;0;0;3;6;780;0;1942;0;475.099;-122.33;1280;7100
500000;4;1;1440;7100;1.5;0;0;3;7;1440;0;1906;0;476.725;-122.396;1490;5000
795000;4;3.25;3520;5250;2;0;0;3;9;3520;0;2012;0;476.869;-122.019;3220;5781
226000;4;1;1270;6459;1.5;0;0;3;7;1270;0;1918;0;475.441;-122.273;1300;4100
340000;3;1.75;1270;8422;1;0;0;3;7;1270;0;1967;0;477.601;-122.197;1470;8500
418200;3;2.5;2260;74297;2;0;0;3;9;2260;0;1992;0;472.704;-122.013;3110;98000
275000;4;2;1720;5472;1;0;0;3;6;860;860;1923;0;475.299;-122.288;1720;5670
